Exercise ID,Exercise Name,YouTube URL,Video ID,Expected CDN URL,CDN Exists,Status
upright_rows_ez_bar,"Upright Rows (Straight Bar / EZ Bar)",https://youtube.com/shorts/uK8Jq33MyZY?si=2LWIeZpj7UOe2AiT,uK8Jq33MyZY,https://unclerommy.b-cdn.net/uK8Jq33MyZY.mp4,YES,CDN OK
upright_rows_bar,"Upright Rows (Straight Bar/EZ Bar)",https://youtube.com/shorts/x69X23j0dw0?feature=share,x69X23j0dw0,https://unclerommy.b-cdn.net/x69X23j0dw0.mp4,YES,CDN OK
waiter_curl,"Waiter Curls",https://youtube.com/shorts/PqnI097tCns?feature=share,PqnI097tCns,https://unclerommy.b-cdn.net/PqnI097tCns.mp4,YES,CDN OK
waiter_curls,"Waiter Curls",https://www.youtube.com/shorts/B3f7JKCbe7Y,B3f7JKCbe7Y,https://unclerommy.b-cdn.net/B3f7JKCbe7Y.mp4,YES,CDN OK
wall_drags,"Wall Drags",https://youtube.com/shorts/jCxyq3FUDgY?feature=share,jCxyq3FUDgY,https://unclerommy.b-cdn.net/jCxyq3FUDgY.mp4,NO,CDN MISSING
weighted_dips_upright,"Weighted Dips (Upright)",https://youtube.com/shorts/0f0dhThWz9w?feature=share,0f0dhThWz9w,https://unclerommy.b-cdn.net/0f0dhThWz9w.mp4,YES,CDN OK
weighted_plate_mobility,"Weighted Plate Mobility",https://youtube.com/shorts/39tCDbAQb5U?feature=share,39tCDbAQb5U,https://unclerommy.b-cdn.net/39tCDbAQb5U.mp4,NO,CDN MISSING
weighted_pull_ups,"Weighted Pull Ups",https://youtube.com/shorts/6Wapj8CAsP0?feature=share,6Wapj8CAsP0,https://unclerommy.b-cdn.net/6Wapj8CAsP0.mp4,NO,CDN MISSING
wide_dumbbell_curl,"Wide Dumbbell Curls",https://youtube.com/shorts/Yj9CqMOIkEc?feature=share,Yj9CqMOIkEc,https://unclerommy.b-cdn.net/Yj9CqMOIkEc.mp4,YES,CDN OK
wide_dumbbell_curls,"Wide Dumbbell Curls",https://www.youtube.com/shorts/B3f7JKCbe7Y,B3f7JKCbe7Y,https://unclerommy.b-cdn.net/B3f7JKCbe7Y.mp4,YES,CDN OK
wide_grip_barbell_curl,"Wide Grip Barbell Curl",https://youtube.com/shorts/QnePbE2Knc0?feature=share,QnePbE2Knc0,https://unclerommy.b-cdn.net/QnePbE2Knc0.mp4,YES,CDN OK
wide_grip_hammer_strength_row,"Wide Grip Hammer Strength Row",https://youtube.com/shorts/lcxvcfcXYHs?feature=share,lcxvcfcXYHs,https://unclerommy.b-cdn.net/lcxvcfcXYHs.mp4,YES,CDN OK
wide_grip_pull_ups,"Wide Grip Pull Ups",https://youtube.com/shorts/rYs-DU1M5Bo?feature=share,rYs-DU1M5Bo,https://unclerommy.b-cdn.net/rYs-DU1M5Bo.mp4,NO,CDN MISSING
wide_neutral_grip_pull_ups,"Wide Neutral Grip Pull Ups",https://youtube.com/shorts/lveIByummaI?feature=share,lveIByummaI,https://unclerommy.b-cdn.net/lveIByummaI.mp4,NO,CDN MISSING
wide_stance_box_squats,"Wide Stance Box Squats",https://youtube.com/shorts/vAmZHum9FFo?feature=share,vAmZHum9FFo,https://unclerommy.b-cdn.net/vAmZHum9FFo.mp4,YES,CDN OK
y_raises,"Y Raises",https://youtube.com/shorts/1Dacowkc5cM?feature=share,1Dacowkc5cM,https://unclerommy.b-cdn.net/1Dacowkc5cM.mp4,YES,CDN OK
zercher_deadlifts,"Zercher Deadlifts",,,,,No Video URL
zercher_rdls,"Zercher RDLs",,,,,No Video URL
zercher_squats,"Zercher Squats",https://youtube.com/shorts/AuyDBP63LEY?si=sgVDH1wASj1vAPZt,AuyDBP63LEY,https://unclerommy.b-cdn.net/AuyDBP63LEY.mp4,YES,CDN OK
